Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
312,01/17/25 05:15:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.3,6.8,4.6,0.065,5.9,5.9,8.9,7.8,7.0,0.067,5.8,9.4,0.209,0.048,0.098,6.9,6.1,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.1,6.1,0.460,6.3,0.281,6.5,3.3,7.3,4.0,0.271,0.377,4.7,5.3
313,01/17/25 05:20:00,0.134,0.104,6.1,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,4.5,0.065,6.0,5.9,8.8,7.8,7.0,0.068,5.6,9.4,0.209,0.048,0.098,6.9,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.281,6.6,3.3,7.3,4.0,0.271,0.377,4.7,5.5
314,01/17/25 05:25:00,0.134,0.104,6.0,7.3,0.5,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.3,6.6,4.6,0.065,6.0,5.9,8.9,7.8,7.0,0.068,5.6,9.4,0.209,0.048,0.098,6.9,6.1,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.3,0.460,6.3,0.281,6.6,3.3,7.3,4.0,0.271,0.377,4.7,5.3
315,01/17/25 05:30:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.3,6.8,4.5,0.065,6.0,5.9,8.8,7.8,7.0,0.068,5.6,9.4,0.209,0.048,0.098,6.9,6.1,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.281,6.5,3.3,7.3,4.0,0.271,0.377,4.7,5.3
316,01/17/25 05:35:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.3,6.8,4.4,0.065,6.0,5.8,8.9,7.8,7.0,0.067,5.6,9.4,0.209,0.048,0.098,6.9,6.0,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.6,3.3,7.3,4.0,0.271,0.377,4.7,5.3
317,01/17/25 05:40:00,0.134,0.104,6.0,7.3,0.5,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.1,6.8,4.4,0.065,6.0,5.8,8.8,7.8,7.0,0.067,5.5,9.3,0.209,0.048,0.098,6.8,6.1,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.281,6.5,3.3,7.3,4.0,0.271,0.377,4.7,5.3
318,01/17/25 05:45:00,0.134,0.104,6.1,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,4.3,0.065,6.0,5.8,8.8,7.8,7.0,0.067,5.4,9.4,0.209,0.048,0.098,6.8,6.0,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.6,3.3,7.3,4.0,0.271,0.377,4.7,5.3
319,01/17/25 05:50:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.6,4.3,0.065,6.0,5.8,8.8,7.9,7.0,0.068,5.5,9.4,0.209,0.048,0.098,6.8,6.1,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.281,6.6,3.3,7.3,4.0,0.271,0.377,4.7,5.3
320,01/17/25 05:55:00,0.134,0.104,6.0,7.4,0.4,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.3,6.8,4.3,0.065,6.0,5.6,8.9,7.8,7.1,0.068,5.4,9.3,0.209,0.048,0.098,6.8,6.1,0.099,0.371,7.3,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.3,7.3,4.0,0.271,0.377,4.7,5.3
321,01/17/25 06:00:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.1,0.163,0.042,7.3,6.8,4.1,0.065,6.0,5.6,8.8,7.9,7.0,0.067,5.4,9.4,0.209,0.048,0.098,6.6,6.0,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.281,6.5,3.3,7.3,4.0,0.271,0.377,4.7,5.3
322,01/17/25 06:05:00,0.134,0.104,6.1,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.6,4.1,0.065,6.0,5.5,8.8,7.8,7.0,0.067,5.4,9.4,0.209,0.048,0.098,6.6,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.281,6.5,3.2,7.3,3.8,0.271,0.377,4.7,5.3
323,01/17/25 06:10:00,0.134,0.104,6.1,7.3,0.5,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,4.1,0.065,6.0,5.5,8.9,7.8,7.0,0.067,5.3,9.4,0.209,0.048,0.098,6.6,6.0,0.099,0.371,7.3,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.6,3.2,7.3,4.0,0.271,0.377,4.8,5.5
324,01/17/25 06:15:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,4.0,0.065,6.0,5.5,8.8,7.8,7.0,0.067,5.3,9.4,0.209,0.048,0.098,6.6,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
325,01/17/25 06:20:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,4.0,0.065,6.0,5.5,8.8,7.9,7.0,0.067,5.1,9.4,0.209,0.048,0.098,6.6,6.0,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
326,01/17/25 06:25:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,4.0,0.065,6.0,5.5,8.8,7.9,7.0,0.067,5.1,9.4,0.209,0.048,0.098,6.6,6.1,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.6,3.2,7.3,4.0,0.271,0.377,4.7,5.3
327,01/17/25 06:30:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.9,0.065,6.0,5.4,8.8,7.9,7.0,0.067,5.1,9.4,0.209,0.048,0.098,6.5,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.380,4.7,3.0,6.1,0.460,6.1,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
328,01/17/25 06:35:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,3.9,0.065,6.0,5.4,8.8,7.9,7.0,0.067,5.1,9.4,0.209,0.048,0.098,6.5,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.281,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
329,01/17/25 06:40:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,3.9,0.065,6.0,5.4,8.9,7.8,7.0,0.067,5.0,9.4,0.209,0.048,0.098,6.5,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.380,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.8,5.3
330,01/17/25 06:45:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,3.8,0.065,6.0,5.4,8.8,7.9,7.0,0.067,5.0,9.4,0.209,0.048,0.098,6.5,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.380,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
331,01/17/25 06:50:00,0.134,0.104,6.1,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.8,0.065,6.0,5.4,8.9,7.9,7.0,0.067,5.0,9.3,0.209,0.048,0.098,6.5,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
332,01/17/25 06:55:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.1,0.163,0.042,7.1,6.8,3.8,0.065,6.0,5.3,8.8,7.9,7.0,0.067,5.0,9.4,0.209,0.048,0.098,6.5,6.0,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.6,3.2,7.3,4.0,0.271,0.377,4.7,5.3
333,01/17/25 07:00:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.1,6.8,3.6,0.065,6.0,5.3,8.8,7.9,7.0,0.067,4.9,9.4,0.209,0.048,0.098,6.5,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.380,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,3.8,0.271,0.375,4.8,5.3
334,01/17/25 07:05:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.1,0.163,0.042,7.3,6.8,3.6,0.065,6.1,5.3,8.9,7.9,7.0,0.067,4.9,9.4,0.209,0.048,0.098,6.4,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.7,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
335,01/17/25 07:10:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.3,6.8,3.6,0.065,6.0,5.3,8.8,7.9,7.0,0.067,4.9,9.4,0.209,0.048,0.098,6.4,6.0,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.7,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.7,5.3
336,01/17/25 07:15:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.5,0.065,6.0,5.1,8.8,7.9,7.0,0.067,4.8,9.4,0.209,0.048,0.098,6.3,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.2,7.3,4.0,0.271,0.377,4.7,5.3
337,01/17/25 07:20:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,3.5,0.065,6.0,5.1,8.8,7.9,6.9,0.067,4.8,9.4,0.209,0.048,0.098,6.3,6.0,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.380,4.7,2.8,6.1,0.460,6.3,0.280,6.6,3.1,7.3,3.8,0.271,0.377,4.8,5.5
338,01/17/25 07:25:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.3,6.8,3.5,0.065,6.0,5.1,8.8,7.9,7.0,0.067,4.8,9.4,0.209,0.048,0.098,6.3,6.0,0.100,0.371,7.3,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,4.0,0.271,0.377,4.7,5.3
339,01/17/25 07:30:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.1,0.163,0.042,7.1,6.8,3.5,0.065,6.0,5.1,8.9,7.9,7.0,0.067,4.6,9.4,0.209,0.048,0.098,6.3,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.384,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,4.0,0.271,0.377,4.8,5.3
340,01/17/25 07:35:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.3,6.8,3.4,0.065,6.0,5.1,8.8,7.9,7.0,0.067,4.6,9.4,0.209,0.048,0.097,6.3,5.9,0.100,0.371,7.3,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.6,3.1,7.3,3.8,0.271,0.377,4.7,5.3
341,01/17/25 07:40:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,3.4,0.065,6.1,5.0,8.8,7.9,7.0,0.067,4.6,9.4,0.209,0.048,0.098,6.3,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.6,3.1,7.3,4.0,0.271,0.377,4.8,5.3
342,01/17/25 07:45:00,0.134,0.104,6.1,7.4,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.4,0.065,6.0,4.9,8.8,7.9,7.0,0.067,4.6,9.4,0.209,0.048,0.098,6.3,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.8,5.3
343,01/17/25 07:50:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.3,0.065,6.1,5.0,8.9,7.9,6.9,0.067,4.6,9.4,0.209,0.048,0.097,6.1,5.9,0.100,0.371,7.3,0.437,7.0,3.6,0.312,5.6,0.382,4.7,3.0,6.1,0.460,6.3,0.280,6.5,3.1,7.3,4.0,0.271,0.377,4.8,5.3
344,01/17/25 07:55:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.3,6.8,3.3,0.065,6.0,4.9,8.8,7.9,6.9,0.067,4.5,9.4,0.210,0.048,0.098,6.1,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,4.0,0.271,0.377,4.7,5.3
345,01/17/25 08:00:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,3.3,0.065,6.0,4.9,8.8,7.9,6.9,0.067,4.5,9.4,0.209,0.048,0.097,6.1,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.6,3.1,7.3,3.8,0.271,0.377,4.8,5.5
346,01/17/25 08:05:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.1,0.163,0.042,7.3,6.8,3.1,0.065,6.0,4.9,8.8,7.9,6.9,0.067,4.5,9.4,0.210,0.048,0.097,6.1,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.311,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.8,5.3
347,01/17/25 08:10:00,0.134,0.104,6.0,7.3,0.3,0.000,0.000,4.4,1.8,3.1,0.163,0.042,7.3,6.8,3.1,0.065,6.0,4.9,8.8,7.9,7.0,0.067,4.5,9.4,0.209,0.048,0.098,6.1,5.9,0.099,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.7,5.3
348,01/17/25 08:15:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,3.1,0.065,6.0,4.9,8.9,7.9,6.9,0.067,4.4,9.4,0.210,0.048,0.097,6.1,5.9,0.099,0.371,7.5,0.437,7.0,3.5,0.311,5.6,0.384,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,4.0,0.271,0.377,4.7,5.3
349,01/17/25 08:20:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,3.0,0.065,6.0,4.8,8.8,7.9,6.9,0.067,4.4,9.4,0.210,0.048,0.098,6.1,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.311,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.8,5.3
350,01/17/25 08:25:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.0,0.065,6.0,4.8,8.9,7.9,6.9,0.067,4.4,9.4,0.210,0.048,0.098,6.0,5.8,0.100,0.371,7.5,0.437,7.0,3.6,0.311,5.6,0.382,4.7,2.8,6.3,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.8,5.5
351,01/17/25 08:30:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,3.0,0.065,6.0,4.8,8.8,7.9,6.9,0.067,4.4,9.4,0.210,0.048,0.098,6.0,5.8,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.3,3.8,0.271,0.377,4.8,5.3
352,01/17/25 08:35:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,3.0,0.066,6.0,4.8,8.9,7.9,6.9,0.067,4.3,9.4,0.209,0.048,0.097,6.0,5.9,0.100,0.371,7.5,0.437,7.0,3.6,0.311,5.6,0.382,4.7,2.8,6.3,0.460,6.3,0.280,6.6,3.1,7.1,3.8,0.271,0.377,4.8,5.3
353,01/17/25 08:40:00,0.134,0.104,6.1,7.3,0.4,0.000,0.000,4.3,1.9,3.0,0.163,0.042,7.3,6.8,3.0,0.065,6.0,4.6,8.9,8.0,6.9,0.067,4.3,9.4,0.209,0.048,0.098,6.0,5.8,0.099,0.371,7.5,0.437,7.0,3.5,0.311,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.1,7.1,3.8,0.271,0.377,4.8,5.3
354,01/17/25 08:45:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,3.0,0.065,6.0,4.6,8.8,7.9,6.9,0.067,4.3,9.4,0.209,0.048,0.098,5.9,5.8,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.0,7.1,4.0,0.271,0.377,4.7,5.5
355,01/17/25 08:50:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,2.9,0.066,6.0,4.6,8.9,8.0,6.9,0.067,4.3,9.4,0.210,0.048,0.097,6.0,5.8,0.100,0.371,7.5,0.437,7.0,3.5,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.7,5.3
356,01/17/25 08:55:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.1,6.8,2.9,0.066,6.0,4.6,8.9,7.9,6.9,0.067,4.3,9.4,0.209,0.048,0.097,5.9,5.8,0.100,0.371,7.5,0.437,7.0,3.5,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.6,3.0,7.1,3.8,0.271,0.377,4.8,5.3
357,01/17/25 09:00:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.1,0.163,0.042,7.3,6.8,2.8,0.066,6.0,4.6,8.9,7.9,6.9,0.067,4.1,9.4,0.209,0.048,0.097,5.9,5.8,0.100,0.371,7.5,0.437,7.0,3.6,0.311,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.280,6.5,3.0,7.1,3.8,0.271,0.377,4.8,5.3
358,01/17/25 09:05:00,0.135,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,2.8,0.065,6.1,4.5,8.9,7.9,6.9,0.067,4.1,9.4,0.209,0.048,0.097,5.9,5.8,0.100,0.371,7.5,0.437,7.0,3.5,0.311,5.6,0.382,4.7,2.7,6.1,0.460,6.3,0.280,6.5,3.0,7.1,3.8,0.271,0.377,4.8,5.5
359,01/17/25 09:10:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.1,6.8,2.8,0.065,6.0,4.5,8.9,7.9,6.9,0.067,4.1,9.4,0.210,0.048,0.097,5.8,5.8,0.100,0.371,7.5,0.437,7.0,3.5,0.311,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.8,5.5
360,01/17/25 09:15:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.041,7.3,6.8,2.8,0.066,6.1,4.5,8.9,8.0,6.8,0.067,4.1,9.4,0.210,0.047,0.097,5.8,5.8,0.100,0.371,7.5,0.437,7.0,3.5,0.312,5.6,0.382,4.7,2.8,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.7,5.3
361,01/17/25 09:20:00,0.135,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.1,6.8,2.6,0.066,6.0,4.5,8.8,7.9,6.8,0.067,4.1,9.4,0.210,0.048,0.098,5.8,5.8,0.100,0.371,7.5,0.437,7.0,3.6,0.312,5.7,0.382,4.7,2.7,6.1,0.460,6.3,0.279,6.6,3.0,7.3,3.8,0.271,0.377,4.8,5.3
362,01/17/25 09:25:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.9,3.0,0.163,0.042,7.3,6.8,2.6,0.066,6.0,4.5,8.9,7.9,6.8,0.066,4.1,9.4,0.210,0.047,0.098,5.8,5.8,0.100,0.371,7.5,0.437,7.0,3.5,0.311,5.6,0.380,4.7,2.8,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.8,5.3
363,01/17/25 09:30:00,0.135,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.9,3.0,0.163,0.042,7.3,6.8,2.6,0.066,6.1,4.4,8.9,7.9,6.8,0.067,4.0,9.4,0.210,0.047,0.097,5.8,5.8,0.100,0.371,7.3,0.437,7.0,3.5,0.311,5.6,0.380,4.7,2.8,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.7,5.3
364,01/17/25 09:35:00,0.134,0.104,6.0,7.3,0.4,0.000,0.000,4.4,1.8,3.0,0.163,0.042,7.3,6.8,2.6,0.066,6.0,4.4,8.9,7.9,6.9,0.066,4.0,9.3,0.210,0.047,0.097,5.8,5.6,0.100,0.371,7.5,0.437,7.0,3.6,0.311,5.7,0.382,4.7,2.8,6.1,0.460,6.3,0.279,6.5,3.0,7.1,3.8,0.271,0.377,4.7,5.3
365,01/17/25 09:40:00,0.135,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.1,6.8,2.6,0.066,6.0,4.4,8.8,8.0,6.8,0.066,4.0,9.4,0.210,0.047,0.097,5.8,5.6,0.100,0.371,7.5,0.437,7.0,3.5,0.312,5.6,0.382,4.7,2.7,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.8,5.3
366,01/17/25 09:45:00,0.135,0.104,6.0,7.3,0.4,0.000,0.000,4.3,1.8,3.0,0.163,0.042,7.1,6.8,2.5,0.066,6.0,4.4,8.9,8.0,6.8,0.066,3.9,9.3,0.210,0.047,0.097,5.6,5.6,0.100,0.371,7.3,0.437,7.0,3.5,0.311,5.7,0.382,4.7,2.7,6.1,0.460,6.3,0.279,6.5,3.0,7.3,3.8,0.271,0.377,4.8,5.3
