Line#,Date,"Water Content (RXW-SMD 21474793:21154590-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
175,02/04/23 19:35:00,,0.345,6.6,0.417,6.5,3.8,0.222,6.0,0.364,5.1,5.0,6.1,0.175,0.082,6.0,6.5,4.5,6.5,5.5,0.335,7.0,0.051,6.5,0.365,5.8,0.144,6.0,2.6,6.5,3.5,0.151,0.242,4.8,5.3,2.6,5.0,4.1,0.148,3.2,0.049,5.5,0.222,0.080,3.6,4.0,5.7,3.8,0.380,5.6,5.6,0.166,0.263,0.318,4.8,6.0,6.1
176,02/04/23 19:40:00,,0.345,6.6,0.417,6.5,4.0,0.222,6.0,0.365,5.1,5.0,6.1,0.175,0.082,6.0,6.6,4.5,6.5,5.5,0.335,7.0,0.051,6.5,0.365,5.8,0.144,6.0,2.6,6.5,3.5,0.151,0.242,4.7,5.3,2.5,5.0,4.1,0.146,3.2,0.049,5.3,0.222,0.080,3.7,3.8,5.7,3.8,0.380,5.6,5.7,0.166,0.263,0.320,4.7,6.0,6.1
177,02/04/23 19:45:00,,0.345,6.6,0.417,6.5,4.0,0.222,6.0,0.365,5.1,5.1,6.1,0.175,0.082,5.5,6.5,4.5,6.5,5.5,0.335,7.0,0.051,6.5,0.365,5.8,0.144,6.0,2.7,6.5,3.5,0.151,0.243,4.7,5.2,2.6,5.0,4.1,0.148,3.1,0.049,5.5,0.222,0.080,3.8,3.8,5.6,3.8,0.380,5.6,6.0,0.166,0.263,0.318,4.8,6.0,6.1
178,02/04/23 19:50:00,,0.345,6.6,0.417,6.5,4.0,0.222,6.0,0.365,5.1,5.2,6.1,0.175,0.082,6.0,6.5,4.5,6.5,5.5,0.335,7.0,0.051,6.5,0.365,6.0,0.144,6.0,2.7,6.5,3.6,0.151,0.243,4.7,5.3,2.6,5.0,4.1,0.148,3.1,0.049,5.3,0.222,0.080,4.0,4.0,5.6,4.0,0.380,5.6,6.1,0.166,0.263,0.320,4.8,6.0,6.1
179,02/04/23 19:55:00,,0.345,6.8,0.417,6.5,4.0,0.222,6.0,0.365,5.1,5.3,6.1,0.175,0.082,5.5,6.6,4.5,6.5,5.5,0.335,7.0,0.051,7.0,0.365,5.8,0.144,6.0,2.8,6.5,3.5,0.151,0.243,4.7,5.2,2.6,5.0,4.1,0.148,3.1,0.050,5.5,0.222,0.080,4.0,4.0,5.6,4.0,0.380,5.6,6.2,0.166,0.263,0.320,4.7,6.0,6.1
180,02/04/23 20:00:00,,0.345,6.8,0.417,6.5,4.0,0.222,6.0,0.365,5.1,5.5,6.1,0.175,0.082,5.5,6.5,4.5,6.5,5.5,0.335,7.0,0.051,7.0,0.365,5.8,0.144,6.0,3.0,6.5,3.6,0.151,0.242,4.7,5.2,2.6,5.0,4.1,0.148,3.2,0.050,5.5,0.222,0.079,4.2,4.0,5.6,4.1,0.380,5.6,6.3,0.166,0.263,0.318,4.7,6.0,6.1
181,02/04/23 20:05:00,,0.345,6.8,0.417,6.5,4.0,0.222,6.0,0.365,5.1,5.5,6.1,0.175,0.082,5.5,6.5,4.5,6.5,5.5,0.335,7.0,0.051,7.0,0.365,6.0,0.144,6.0,3.1,6.5,3.5,0.151,0.243,4.7,5.3,2.7,5.0,4.1,0.148,3.1,0.050,5.5,0.222,0.079,4.2,3.8,5.6,4.1,0.380,5.6,6.6,0.166,0.263,0.320,4.8,6.0,6.1
182,02/04/23 20:10:00,,0.345,6.8,0.417,6.5,4.1,0.222,6.0,0.365,5.2,5.6,6.1,0.175,0.082,5.5,6.5,4.5,6.5,5.5,0.335,7.0,0.051,7.0,0.365,5.8,0.144,6.0,3.1,6.5,3.5,0.151,0.243,4.7,5.2,2.7,5.0,4.3,0.148,3.1,0.050,5.3,0.222,0.079,4.3,3.8,5.6,4.2,0.380,5.6,6.7,0.166,0.263,0.320,4.7,6.0,6.1
183,02/04/23 20:15:00,,0.345,6.8,0.417,6.5,4.1,0.222,6.0,0.365,5.1,5.7,6.1,0.175,0.082,5.5,6.5,4.5,6.5,5.5,0.335,7.0,0.051,7.0,0.365,6.0,0.144,6.0,3.3,6.5,3.5,0.151,0.243,4.7,5.3,2.7,5.0,4.3,0.148,3.1,0.050,5.3,0.222,0.079,4.5,4.0,5.6,4.1,0.380,5.6,6.8,0.166,0.264,0.320,4.7,6.0,6.1
184,02/04/23 20:20:00,,0.345,6.6,0.417,6.5,4.1,0.222,6.0,0.365,5.1,5.8,6.0,0.175,0.082,5.5,6.6,4.5,6.5,5.5,0.335,7.0,0.051,7.5,0.365,5.8,0.144,6.0,3.5,6.5,3.6,0.152,0.243,4.7,5.2,2.7,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,4.6,3.8,5.6,4.2,0.380,5.6,7.1,0.166,0.264,0.320,4.7,6.0,6.1
185,02/04/23 20:25:00,,0.345,6.6,0.417,6.5,4.2,0.222,6.0,0.365,5.1,6.0,6.1,0.175,0.082,5.5,6.5,4.5,6.5,5.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,3.6,6.5,3.5,0.152,0.242,4.7,5.2,2.7,5.0,4.1,0.148,3.1,0.050,5.3,0.222,0.079,4.7,4.0,5.6,4.3,0.380,5.6,7.2,0.166,0.264,0.322,4.7,6.0,6.1
186,02/04/23 20:30:00,,0.345,6.8,0.419,6.5,4.2,0.222,6.0,0.365,5.1,6.0,6.1,0.175,0.082,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,7.5,0.365,5.8,0.144,6.0,3.7,6.5,3.6,0.152,0.243,4.7,5.2,2.7,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,4.8,3.8,5.6,4.3,0.380,5.6,7.3,0.166,0.264,0.320,4.7,6.0,6.1
187,02/04/23 20:35:00,,0.345,6.6,0.419,6.5,4.2,0.221,6.0,0.365,5.1,6.1,6.1,0.175,0.082,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,7.5,0.365,5.8,0.145,6.0,3.8,6.5,3.6,0.152,0.243,4.7,5.2,2.7,5.0,4.3,0.148,3.1,0.050,5.3,0.222,0.079,4.8,3.8,5.6,4.5,0.380,5.6,7.5,0.166,0.264,0.317,4.8,6.0,6.1
188,02/04/23 20:40:00,,0.345,6.8,0.417,6.5,4.2,0.222,6.0,0.365,5.1,6.2,6.1,0.175,0.082,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,8.5,0.365,5.8,0.145,6.0,4.1,6.5,3.6,0.152,0.243,4.7,5.2,2.8,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,5.0,4.0,5.6,4.5,0.380,5.6,7.6,0.166,0.264,0.320,4.7,6.0,6.1
189,02/04/23 20:45:00,,0.345,6.6,0.417,6.6,4.3,0.222,6.0,0.365,5.1,6.3,6.0,0.175,0.083,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,4.2,6.5,3.6,0.152,0.243,4.7,5.2,2.8,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,5.1,3.8,5.6,4.6,0.380,5.5,7.8,0.166,0.264,0.318,4.7,6.0,6.3
190,02/04/23 20:50:00,,0.345,6.6,0.417,6.5,4.3,0.222,6.0,0.365,5.1,6.3,6.1,0.175,0.083,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,4.3,6.5,3.7,0.152,0.243,4.7,5.2,2.8,5.0,4.1,0.148,3.1,0.050,5.3,0.222,0.079,5.2,4.0,5.6,4.6,0.380,5.6,8.0,0.166,0.264,0.320,4.7,6.0,6.1
191,02/04/23 20:55:00,,0.345,6.6,0.417,6.5,4.3,0.222,6.0,0.365,5.1,6.5,6.1,0.175,0.083,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,8.5,0.365,5.8,0.144,6.0,4.5,6.5,3.6,0.152,0.243,4.7,5.2,3.0,5.0,4.1,0.148,3.1,0.050,5.3,0.222,0.079,5.3,3.8,5.6,4.7,0.380,5.5,8.1,0.166,0.264,0.320,4.7,6.0,6.1
192,02/04/23 21:00:00,,0.345,6.6,0.417,6.5,4.5,0.222,6.0,0.365,5.1,6.6,6.0,0.175,0.083,5.5,6.6,5.0,6.5,5.5,0.335,7.0,0.051,9.0,0.365,6.0,0.144,6.0,4.6,6.5,3.6,0.152,0.243,4.6,5.2,3.0,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,5.5,3.8,5.6,4.7,0.380,5.6,8.3,0.167,0.264,0.320,4.7,6.0,6.1
193,02/04/23 21:05:00,,0.345,6.6,0.417,6.5,4.5,0.222,6.0,0.364,5.1,6.7,6.1,0.175,0.083,5.5,6.5,5.0,6.5,5.5,0.335,7.0,0.051,9.0,0.365,6.0,0.144,6.0,4.7,6.5,3.7,0.152,0.242,4.7,5.2,3.0,5.0,4.3,0.146,3.1,0.050,5.5,0.222,0.079,5.5,4.0,5.6,4.8,0.380,5.6,8.5,0.167,0.264,0.320,4.7,6.0,6.1
194,02/04/23 21:10:00,,0.345,6.6,0.419,6.5,4.6,0.222,6.0,0.367,5.1,6.8,6.1,0.175,0.083,5.5,6.6,5.0,6.5,5.5,0.335,7.0,0.051,9.0,0.365,6.0,0.144,6.0,4.8,6.5,3.7,0.152,0.243,4.7,5.2,3.1,5.0,4.1,0.146,3.1,0.050,5.5,0.222,0.079,5.6,4.0,5.6,5.0,0.380,5.6,8.6,0.167,0.264,0.320,4.8,6.0,6.1
195,02/04/23 21:15:00,,0.346,6.6,0.417,6.5,4.6,0.222,6.0,0.365,5.1,7.0,6.1,0.175,0.083,5.5,6.5,5.5,6.5,5.5,0.335,7.0,0.051,9.0,0.365,6.0,0.144,6.0,5.0,6.5,3.7,0.152,0.242,4.7,5.2,3.1,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,5.7,4.0,5.6,5.0,0.380,5.5,8.7,0.167,0.264,0.320,4.7,6.0,6.1
196,02/04/23 21:20:00,,0.346,6.6,0.417,6.5,4.6,0.222,5.8,0.365,5.1,7.1,6.1,0.175,0.083,5.5,6.5,5.5,6.5,5.5,0.335,7.0,0.051,9.5,0.365,5.8,0.144,6.0,5.2,6.5,3.7,0.152,0.243,4.7,5.2,3.1,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,5.8,3.8,5.6,5.0,0.380,5.6,9.0,0.167,0.264,0.317,4.8,6.0,6.1
197,02/04/23 21:25:00,,0.346,6.6,0.417,6.5,4.6,0.222,5.8,0.365,5.1,7.2,6.0,0.175,0.083,5.5,6.6,5.5,6.5,5.5,0.335,7.0,0.051,9.5,0.365,5.8,0.144,6.0,5.2,6.5,3.7,0.152,0.242,4.6,5.2,3.2,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,6.0,3.8,5.6,5.1,0.380,5.6,9.0,0.167,0.265,0.320,4.8,6.0,6.1
198,02/04/23 21:30:00,,0.346,6.8,0.417,6.5,4.7,0.222,6.0,0.365,5.1,7.3,6.1,0.175,0.083,5.5,6.6,5.5,6.5,5.5,0.335,7.0,0.051,9.5,0.365,6.0,0.144,6.0,5.3,6.5,3.8,0.152,0.243,4.7,5.2,3.2,5.0,4.1,0.148,3.1,0.050,5.5,0.222,0.079,6.1,3.8,5.6,5.2,0.380,5.6,9.2,0.167,0.265,0.322,4.8,6.0,6.1
199,02/04/23 21:35:00,,0.346,6.8,0.417,6.5,4.7,0.222,5.8,0.365,5.1,7.5,6.1,0.175,0.083,5.5,6.5,5.5,6.5,6.0,0.335,7.0,0.051,9.5,0.365,6.0,0.144,6.0,5.5,6.5,3.7,0.152,0.243,4.7,5.2,3.2,5.0,4.3,0.148,3.2,0.050,5.5,0.222,0.079,6.2,3.8,5.5,5.2,0.380,5.6,9.3,0.167,0.265,0.320,4.7,6.0,6.1
200,02/04/23 21:40:00,,0.346,6.8,0.419,6.5,4.7,0.222,5.8,0.365,5.1,7.6,6.0,0.175,0.083,5.5,6.5,5.5,6.5,5.5,0.335,7.0,0.051,9.5,0.365,5.8,0.144,6.0,5.7,6.5,3.8,0.152,0.243,4.6,5.2,3.3,5.0,4.1,0.148,3.2,0.050,5.3,0.222,0.079,6.2,3.8,5.6,5.3,0.380,5.5,9.5,0.167,0.265,0.320,4.8,6.0,6.1
201,02/04/23 21:45:00,,0.346,6.8,0.419,6.5,4.8,0.222,6.0,0.365,5.1,7.7,6.1,0.175,0.083,5.5,6.5,5.5,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.144,6.0,5.7,6.5,3.8,0.152,0.243,4.6,5.2,3.3,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,6.3,4.0,5.6,5.3,0.380,5.5,9.5,0.167,0.265,0.320,4.8,6.0,6.1
202,02/04/23 21:50:00,,0.346,6.8,0.417,6.5,4.8,0.222,5.8,0.365,5.1,7.8,6.0,0.175,0.083,5.5,6.5,5.5,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.144,6.0,6.0,6.5,3.8,0.152,0.243,4.7,5.2,3.5,5.0,4.1,0.146,3.1,0.050,5.5,0.222,0.079,6.5,3.8,5.5,5.5,0.380,5.5,9.6,0.167,0.265,0.318,4.8,6.0,6.1
203,02/04/23 21:55:00,,0.346,6.6,0.417,6.5,5.0,0.222,6.0,0.365,5.1,7.8,6.1,0.175,0.083,5.5,6.5,6.0,6.5,5.5,0.335,7.0,0.051,10.0,0.365,6.0,0.144,6.0,6.0,6.5,4.0,0.152,0.243,4.6,5.2,3.5,5.0,4.3,0.148,3.1,0.050,5.5,0.222,0.079,6.6,3.8,5.6,5.5,0.380,5.5,9.8,0.167,0.265,0.320,4.8,6.0,6.1
204,02/04/23 22:00:00,,0.346,6.8,0.417,6.5,5.0,0.222,5.8,0.365,5.2,8.0,6.0,0.175,0.083,5.5,6.5,6.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.144,6.0,6.1,6.5,4.0,0.152,0.242,4.6,5.2,3.5,5.0,4.3,0.148,3.1,0.051,5.3,0.222,0.079,6.6,3.8,5.6,5.6,0.380,5.6,9.8,0.167,0.265,0.318,4.8,6.0,6.1
205,02/04/23 22:05:00,,0.346,6.8,0.419,6.5,5.1,0.222,5.8,0.365,5.2,8.0,6.1,0.175,0.083,5.5,6.6,6.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.144,6.0,6.2,6.5,4.0,0.152,0.243,4.6,5.2,3.5,5.0,4.1,0.148,3.1,0.051,5.3,0.222,0.079,6.7,3.8,5.6,5.6,0.380,5.5,10.0,0.167,0.265,0.320,5.0,6.0,6.1
206,02/04/23 22:10:00,,0.346,6.6,0.417,6.5,5.1,0.222,6.0,0.365,5.2,8.1,6.1,0.175,0.083,5.5,6.6,6.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.144,6.0,6.3,6.5,4.1,0.152,0.242,4.7,5.2,3.6,5.0,4.3,0.148,3.1,0.051,5.5,0.222,0.079,6.8,4.0,5.6,5.7,0.380,5.5,10.0,0.167,0.265,0.320,5.0,6.0,6.1
207,02/04/23 22:15:00,,0.346,6.6,0.417,6.6,5.1,0.222,5.8,0.365,5.2,8.3,6.0,0.175,0.083,5.5,6.6,6.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.144,6.0,6.5,6.5,4.1,0.152,0.243,4.7,5.2,3.7,5.0,4.3,0.148,3.1,0.051,5.5,0.222,0.079,6.8,4.0,5.6,5.7,0.380,5.5,10.1,0.167,0.265,0.318,5.0,6.0,6.1
208,02/04/23 22:20:00,,0.346,6.6,0.417,6.5,5.2,0.222,5.8,0.365,5.2,8.3,6.1,0.175,0.083,5.5,6.5,6.0,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,6.6,6.5,4.2,0.152,0.243,4.6,5.2,3.7,5.0,4.3,0.148,3.1,0.051,5.5,0.222,0.079,7.0,3.8,5.6,5.8,0.380,5.5,10.2,0.167,0.265,0.320,5.0,6.0,6.1
209,02/04/23 22:25:00,,0.346,6.8,0.417,6.5,5.2,0.222,6.0,0.365,5.2,8.3,6.0,0.175,0.083,5.5,6.5,6.0,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,6.7,6.5,4.2,0.152,0.243,4.6,5.2,3.7,5.0,4.1,0.148,3.1,0.051,5.5,0.222,0.079,7.0,3.8,5.6,6.0,0.380,5.5,10.2,0.168,0.265,0.320,5.0,6.0,6.1
210,02/04/23 22:30:00,,0.346,6.8,0.419,6.5,5.3,0.222,5.8,0.365,5.2,8.5,6.1,0.175,0.083,5.5,6.6,6.0,6.5,6.0,0.335,7.0,0.051,10.5,0.365,6.0,0.144,6.0,6.8,6.5,4.2,0.152,0.243,4.7,5.2,3.7,5.0,4.1,0.148,3.2,0.051,5.5,0.222,0.079,7.1,3.8,5.6,6.0,0.380,5.6,10.3,0.168,0.265,0.318,5.0,6.0,6.1
211,02/04/23 22:35:00,,0.346,6.8,0.417,6.5,5.3,0.222,6.0,0.365,5.2,8.5,6.1,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.0,6.5,4.3,0.152,0.243,4.7,5.2,3.8,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.079,7.1,3.8,5.6,6.1,0.380,5.5,10.3,0.168,0.265,0.320,5.0,6.0,6.1
212,02/04/23 22:40:00,,0.346,6.8,0.417,6.5,5.3,0.222,6.0,0.365,5.2,8.6,6.0,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.0,6.5,4.3,0.152,0.243,4.6,5.2,3.8,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.079,7.2,3.8,5.6,6.1,0.380,5.5,10.5,0.168,0.265,0.320,5.0,6.0,6.1
213,02/04/23 22:45:00,,0.346,6.8,0.419,6.6,5.5,0.222,5.8,0.365,5.2,8.6,6.0,0.175,0.083,5.5,6.6,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,6.0,0.144,6.0,7.1,6.5,4.3,0.152,0.243,4.7,5.2,4.0,5.0,4.1,0.148,3.2,0.051,5.3,0.222,0.079,7.2,3.8,5.6,6.2,0.380,5.5,10.5,0.168,0.265,0.320,5.0,6.0,6.1
214,02/04/23 22:50:00,,0.346,6.6,0.419,6.5,5.5,0.222,5.8,0.365,5.2,8.6,6.0,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,6.0,0.144,6.0,7.2,6.5,4.5,0.153,0.243,4.7,5.2,4.0,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.079,7.2,3.8,5.5,6.2,0.380,5.5,10.5,0.168,0.265,0.322,5.1,6.0,6.1
215,02/04/23 22:55:00,,0.346,6.8,0.417,6.5,5.5,0.222,6.0,0.365,5.3,8.7,6.1,0.176,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.2,6.5,4.5,0.153,0.243,4.7,5.2,4.1,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.079,7.2,4.0,5.6,6.3,0.380,5.5,10.6,0.168,0.265,0.320,5.1,6.0,6.1
216,02/04/23 23:00:00,,0.346,6.6,0.417,6.5,5.6,0.222,5.8,0.365,5.3,8.7,6.1,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.3,6.5,4.5,0.153,0.242,4.7,5.2,4.1,5.0,4.1,0.148,3.2,0.051,5.5,0.222,0.079,7.3,3.8,5.6,6.5,0.380,5.5,10.5,0.168,0.266,0.320,5.1,6.0,6.1
217,02/04/23 23:05:00,,0.346,6.8,0.419,6.5,5.6,0.222,5.8,0.365,5.2,8.7,6.1,0.175,0.083,5.5,6.5,6.5,6.3,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.3,6.5,4.6,0.153,0.243,4.6,5.2,4.2,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.079,7.3,3.8,5.5,6.5,0.380,5.5,10.5,0.168,0.266,0.318,5.1,6.0,6.1
218,02/04/23 23:10:00,,0.346,6.6,0.419,6.5,5.7,0.222,5.8,0.365,5.3,8.7,6.1,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.5,6.5,4.6,0.153,0.243,4.7,5.2,4.2,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.2,3.8,5.6,6.5,0.380,5.5,10.5,0.168,0.266,0.320,5.1,6.0,6.1
219,02/04/23 23:15:00,,0.346,6.8,0.417,6.5,5.7,0.222,5.8,0.364,5.3,8.8,6.1,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.5,6.5,4.6,0.153,0.243,4.7,5.2,4.2,5.0,4.1,0.148,3.2,0.051,5.5,0.222,0.080,7.3,3.8,5.5,6.6,0.380,5.5,10.6,0.168,0.266,0.317,5.1,6.0,6.1
220,02/04/23 23:20:00,,0.346,6.6,0.417,6.5,5.8,0.223,6.0,0.365,5.3,8.8,6.1,0.175,0.083,5.5,6.5,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.144,6.0,7.5,6.5,4.7,0.153,0.243,4.7,5.2,4.2,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.2,3.8,5.5,6.6,0.380,5.5,10.6,0.168,0.266,0.320,5.1,6.0,6.1
221,02/04/23 23:25:00,,0.346,6.6,0.417,6.5,5.8,0.222,5.8,0.365,5.3,8.8,6.1,0.175,0.083,5.5,6.6,6.5,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.145,6.0,7.6,6.5,4.7,0.153,0.243,4.7,5.1,4.3,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.3,4.0,5.5,6.7,0.380,5.5,10.5,0.168,0.266,0.322,5.2,6.0,6.1
222,02/04/23 23:30:00,,0.346,6.6,0.417,6.5,5.8,0.223,5.8,0.365,5.3,8.8,6.1,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.5,0.365,6.0,0.145,6.0,7.6,6.5,4.7,0.153,0.243,4.7,5.2,4.3,5.0,4.1,0.148,3.2,0.051,5.5,0.222,0.080,7.3,3.8,5.6,6.7,0.380,5.5,10.6,0.168,0.266,0.320,5.2,6.0,6.1
223,02/04/23 23:35:00,,0.346,6.8,0.419,6.5,5.8,0.223,5.8,0.365,5.3,8.8,6.0,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.5,0.365,5.8,0.145,6.0,7.7,6.5,4.8,0.153,0.243,4.7,5.2,4.5,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.3,3.8,5.6,6.8,0.380,5.5,10.6,0.168,0.266,0.322,5.2,6.0,6.1
224,02/04/23 23:40:00,,0.346,6.8,0.417,6.5,6.0,0.223,5.8,0.365,5.3,8.8,6.1,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,4.8,0.153,0.243,4.7,5.2,4.5,5.0,4.3,0.148,3.3,0.051,5.5,0.222,0.080,7.3,3.8,5.6,6.8,0.380,5.5,10.5,0.168,0.266,0.320,5.2,6.0,6.1
225,02/04/23 23:45:00,,0.346,6.6,0.417,6.5,6.0,0.223,6.0,0.365,5.3,8.8,6.1,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.6,6.5,4.8,0.153,0.243,4.7,5.2,4.5,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.3,3.8,5.5,6.8,0.380,5.5,10.5,0.168,0.266,0.317,5.3,6.0,6.1
