Line#,Date,"Water Content (RXW-SMD 21474793:21154590-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
44,02/04/23 08:40:00,-0.5730,0.345,6.6,0.417,6.5,5.2,0.224,6.1,0.364,6.1,3.7,6.0,0.175,0.082,6.0,6.5,5.5,6.5,6.5,0.334,6.8,0.051,4.0,0.364,5.6,0.144,5.8,3.1,6.5,4.8,0.151,0.242,5.3,5.3,3.6,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.8,3.8,6.0,5.1,0.379,5.6,3.2,0.169,0.264,0.320,6.0,6.0,6.1
45,02/04/23 08:45:00,-0.5751,0.345,6.6,0.417,6.5,5.2,0.224,6.1,0.365,6.0,3.7,6.0,0.175,0.082,6.0,6.5,5.5,6.5,6.5,0.335,6.8,0.051,4.0,0.364,5.6,0.143,5.8,3.1,6.5,4.7,0.151,0.242,5.3,5.3,3.7,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.8,3.8,6.1,5.1,0.380,5.5,3.2,0.169,0.264,0.320,6.0,5.8,6.0
46,02/04/23 08:50:00,-0.5792,0.345,6.6,0.417,6.5,5.2,0.224,6.2,0.364,6.1,3.6,6.0,0.175,0.082,6.0,6.5,5.5,6.5,6.5,0.335,6.8,0.051,4.0,0.364,5.6,0.143,5.8,3.1,6.5,4.7,0.151,0.242,5.3,5.3,3.7,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.8,3.7,6.1,5.1,0.380,5.6,3.2,0.169,0.264,0.320,6.0,6.0,6.1
47,02/04/23 08:55:00,-0.5771,0.345,6.6,0.417,6.5,5.2,0.224,6.2,0.365,6.1,3.6,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.6,0.143,5.8,3.0,6.5,4.7,0.151,0.242,5.3,5.3,3.7,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.1,5.1,0.380,5.5,3.1,0.169,0.264,0.320,5.8,6.0,6.1
48,02/04/23 09:00:00,-0.5709,0.345,6.6,0.417,6.5,5.1,0.224,6.1,0.365,6.1,3.6,6.0,0.175,0.082,6.0,6.5,5.5,6.5,6.5,0.335,6.8,0.051,4.0,0.364,5.6,0.143,5.8,3.0,6.5,4.7,0.151,0.242,5.3,5.3,3.6,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.8,3.7,6.1,5.1,0.380,5.5,3.1,0.169,0.264,0.320,5.8,6.0,6.1
49,02/04/23 09:05:00,-0.5730,0.345,6.6,0.417,6.5,5.1,0.224,6.1,0.364,6.0,3.6,6.0,0.175,0.082,6.0,6.5,5.5,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.6,0.143,5.8,3.0,6.5,4.7,0.151,0.242,5.3,5.3,3.6,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.8,3.8,6.1,5.0,0.380,5.6,3.1,0.169,0.264,0.320,5.8,5.8,6.1
50,02/04/23 09:10:00,-0.5709,0.345,6.6,0.417,6.5,5.1,0.224,6.1,0.365,6.0,3.6,6.0,0.175,0.082,6.0,6.5,5.5,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.6,0.143,5.8,3.0,6.5,4.7,0.151,0.242,5.3,5.3,3.6,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.0,5.0,0.380,5.6,3.1,0.169,0.264,0.320,5.8,5.8,6.0
51,02/04/23 09:15:00,-0.5730,0.345,6.6,0.417,6.5,5.0,0.224,6.2,0.364,6.0,3.5,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,3.0,6.5,4.7,0.151,0.242,5.3,5.3,3.6,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.1,5.0,0.380,5.6,3.1,0.169,0.264,0.320,5.8,6.0,6.0
52,02/04/23 09:20:00,-0.5689,0.345,6.6,0.417,6.5,5.1,0.224,6.2,0.364,6.0,3.5,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,3.0,6.5,4.6,0.151,0.242,5.3,5.3,3.6,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.0,5.0,0.380,5.6,3.1,0.169,0.264,0.320,5.8,5.8,6.1
53,02/04/23 09:25:00,-0.5709,0.345,6.6,0.417,6.5,5.0,0.223,6.1,0.365,6.0,3.5,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.6,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.6,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.1,5.0,0.380,5.5,3.1,0.169,0.264,0.318,5.8,6.0,6.0
54,02/04/23 09:30:00,-0.5689,0.345,6.6,0.417,6.5,5.0,0.223,6.2,0.365,6.0,3.5,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,3.0,6.5,4.6,0.151,0.242,5.3,5.3,3.6,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.1,5.0,0.380,5.6,3.1,0.169,0.264,0.317,5.8,6.0,6.0
55,02/04/23 09:35:00,-0.5486,0.345,6.6,0.417,6.5,5.0,0.223,6.1,0.365,6.0,3.5,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.5,5.0,4.0,0.148,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.0,5.0,0.380,5.6,3.1,0.169,0.264,0.318,5.8,6.0,6.1
56,02/04/23 09:40:00,-0.5526,0.345,6.6,0.417,6.5,5.0,0.223,6.2,0.364,6.0,3.3,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.5,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.7,3.8,6.0,4.8,0.380,5.6,3.0,0.169,0.264,0.320,5.8,6.0,6.1
57,02/04/23 09:45:00,-0.5567,0.345,6.6,0.417,6.5,5.0,0.223,6.2,0.364,6.0,3.5,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.5,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.1,4.8,0.380,5.6,3.0,0.169,0.264,0.318,5.8,6.0,6.1
58,02/04/23 09:50:00,-0.5486,0.345,6.6,0.417,6.5,5.0,0.223,6.2,0.365,6.0,3.3,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.5,4.8,4.1,0.146,3.6,0.049,5.3,0.222,0.082,2.7,3.8,6.1,4.8,0.380,5.6,3.0,0.169,0.264,0.320,5.7,6.0,6.1
59,02/04/23 09:55:00,-0.5366,0.345,6.6,0.417,6.5,4.8,0.223,6.2,0.364,6.0,3.3,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.5,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.1,4.8,0.380,5.6,3.0,0.169,0.264,0.318,5.7,6.0,6.1
60,02/04/23 10:00:00,-0.5426,0.345,6.6,0.417,6.5,4.8,0.223,6.1,0.364,6.0,3.3,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.7,6.3,4.5,0.151,0.242,5.3,5.3,3.5,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.1,4.8,0.380,5.6,3.0,0.169,0.264,0.320,5.8,6.0,6.1
61,02/04/23 10:05:00,-0.5466,0.345,6.6,0.417,6.5,4.8,0.223,6.2,0.365,6.0,3.3,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.6,0.151,0.242,5.3,5.3,3.3,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.1,4.7,0.380,5.6,2.8,0.169,0.264,0.320,5.7,5.8,6.1
62,02/04/23 10:10:00,-0.5446,0.345,6.6,0.417,6.5,4.8,0.223,6.2,0.364,6.0,3.3,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.8,6.5,4.5,0.151,0.242,5.2,5.3,3.3,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.0,4.7,0.380,5.6,2.8,0.169,0.264,0.318,5.7,6.0,6.1
63,02/04/23 10:15:00,-0.5466,0.345,6.6,0.417,6.5,4.8,0.223,6.1,0.365,6.0,3.2,6.0,0.175,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.7,6.5,4.5,0.151,0.242,5.2,5.3,3.3,5.0,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.0,4.7,0.380,5.6,2.8,0.168,0.264,0.320,5.7,6.0,6.1
64,02/04/23 10:20:00,-0.5466,0.345,6.6,0.417,6.5,4.8,0.223,6.2,0.365,5.8,3.2,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.364,5.8,0.143,5.8,2.7,6.5,4.5,0.151,0.242,5.2,5.3,3.3,4.8,4.0,0.148,3.6,0.049,5.3,0.222,0.082,2.6,3.8,6.0,4.7,0.380,5.6,2.8,0.168,0.264,0.318,5.7,6.0,6.1
65,02/04/23 10:25:00,-0.5366,0.345,6.6,0.417,6.5,4.7,0.223,6.2,0.365,6.0,3.3,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.143,5.8,2.7,6.5,4.5,0.151,0.242,5.2,5.3,3.3,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.6,3.8,6.1,4.7,0.380,5.6,2.8,0.168,0.264,0.320,5.7,6.0,6.0
66,02/04/23 10:30:00,-0.5346,0.345,6.6,0.417,6.5,4.8,0.223,6.2,0.365,6.0,3.2,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.143,5.8,2.7,6.5,4.5,0.151,0.242,5.3,5.3,3.3,4.8,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.6,3.8,6.0,4.7,0.380,5.6,2.8,0.168,0.264,0.320,5.7,6.0,6.1
67,02/04/23 10:35:00,-0.5306,0.345,6.6,0.417,6.5,4.7,0.223,6.2,0.364,5.8,3.2,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.143,5.8,2.7,6.5,4.5,0.151,0.242,5.2,5.3,3.3,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.7,0.380,5.6,2.8,0.168,0.264,0.320,5.7,6.0,6.1
68,02/04/23 10:40:00,-0.5306,0.345,6.6,0.417,6.5,4.7,0.223,6.1,0.364,5.8,3.2,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,7.0,0.051,3.5,0.365,5.8,0.143,5.8,2.7,6.5,4.5,0.151,0.242,5.2,5.3,3.2,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.6,0.380,5.6,2.8,0.168,0.264,0.318,5.7,6.0,6.1
69,02/04/23 10:45:00,-0.5306,0.345,6.6,0.417,6.5,4.7,0.223,6.2,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.143,5.8,2.7,6.5,4.3,0.151,0.242,5.3,5.3,3.2,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.6,0.380,5.6,2.8,0.168,0.264,0.320,5.6,6.0,6.1
70,02/04/23 10:50:00,-0.5287,0.345,6.6,0.417,6.5,4.7,0.223,6.2,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.143,5.8,2.7,6.5,4.3,0.151,0.242,5.2,5.3,3.2,4.8,4.0,0.148,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.1,4.6,0.380,5.6,2.7,0.168,0.264,0.320,5.6,6.0,6.1
71,02/04/23 10:55:00,-0.5228,0.345,6.6,0.417,6.5,4.7,0.223,6.2,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,7.0,0.051,3.5,0.365,5.8,0.143,5.8,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.2,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.6,0.380,5.6,2.7,0.168,0.264,0.320,5.6,6.0,6.1
72,02/04/23 11:00:00,-0.5228,0.345,6.6,0.417,6.5,4.7,0.223,6.2,0.365,5.8,3.1,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.2,5.0,4.0,0.148,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.6,0.380,5.6,2.7,0.168,0.264,0.320,5.7,6.0,6.1
73,02/04/23 11:05:00,-0.5228,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.2,4.8,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.6,0.380,5.6,2.7,0.168,0.264,0.320,5.6,6.0,6.1
74,02/04/23 11:10:00,-0.5189,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.364,5.8,3.1,6.1,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,7.0,0.051,3.5,0.365,5.8,0.142,6.0,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.2,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.6,0.380,5.6,2.7,0.168,0.264,0.318,5.6,6.0,6.1
75,02/04/23 11:15:00,-0.5130,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.2,4.8,4.0,0.146,3.6,0.049,5.3,0.222,0.082,2.5,3.8,6.1,4.5,0.380,5.6,2.7,0.168,0.264,0.320,5.6,6.0,6.1
76,02/04/23 11:20:00,-0.5091,0.345,6.6,0.417,6.5,4.6,0.223,6.1,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,5.0,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.2,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.5,3.8,6.0,4.5,0.380,5.6,2.7,0.168,0.264,0.320,5.6,6.0,6.1
77,02/04/23 11:25:00,-0.5053,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.364,5.8,3.1,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.3,0.151,0.242,5.2,5.3,3.1,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.5,0.380,5.6,2.7,0.168,0.264,0.322,5.6,6.0,6.1
78,02/04/23 11:30:00,-0.4995,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.365,5.8,3.0,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.2,0.151,0.242,5.2,5.3,3.2,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.5,0.380,5.6,2.6,0.168,0.264,0.320,5.6,6.0,6.1
79,02/04/23 11:35:00,-0.4918,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.365,5.8,3.1,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.5,0.365,5.8,0.142,5.8,2.6,6.5,4.2,0.151,0.242,5.2,5.3,3.1,4.8,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.5,0.380,5.6,2.6,0.168,0.264,0.320,5.6,6.0,6.1
80,02/04/23 11:40:00,-0.4824,0.345,6.6,0.417,6.5,4.6,0.223,6.2,0.365,5.8,3.0,6.1,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.6,6.5,4.2,0.151,0.242,5.2,5.3,3.1,5.0,4.1,0.148,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.5,0.380,5.6,2.6,0.168,0.264,0.322,5.6,6.0,6.1
81,02/04/23 11:45:00,-0.4824,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.364,5.8,3.0,6.1,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.2,0.151,0.242,5.2,5.3,3.1,5.0,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.3,0.380,5.6,2.7,0.168,0.264,0.318,5.6,6.0,6.1
82,02/04/23 11:50:00,-0.4786,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.365,5.7,3.0,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.2,0.151,0.242,5.2,5.5,3.1,5.0,4.1,0.146,3.5,0.049,5.5,0.222,0.082,2.3,3.8,6.0,4.3,0.380,5.6,2.6,0.168,0.264,0.322,5.6,6.0,6.1
83,02/04/23 11:55:00,-0.4786,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.364,5.7,3.0,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.2,0.151,0.242,5.2,5.3,3.1,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.3,4.0,6.0,4.3,0.380,5.6,2.6,0.168,0.264,0.320,5.6,6.0,6.1
84,02/04/23 12:00:00,-0.4805,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.365,5.7,3.0,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.2,0.151,0.243,5.2,5.3,3.1,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.3,0.380,5.6,2.6,0.168,0.264,0.320,5.5,6.0,6.1
85,02/04/23 12:05:00,-0.4786,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.365,5.7,3.0,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.2,0.151,0.242,5.2,5.3,3.1,4.8,4.0,0.146,3.5,0.049,5.3,0.222,0.082,2.3,3.8,6.0,4.3,0.380,5.6,2.6,0.168,0.263,0.320,5.6,6.0,6.1
86,02/04/23 12:10:00,-0.4786,0.345,6.6,0.417,6.5,4.3,0.223,6.2,0.365,5.7,3.0,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.2,0.151,0.242,5.2,5.3,3.1,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.3,4.0,6.0,4.3,0.380,5.6,2.6,0.168,0.263,0.320,5.5,6.0,6.1
87,02/04/23 12:15:00,-0.4824,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.365,5.7,2.8,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.0,0.365,5.8,0.142,6.0,2.5,6.5,4.2,0.151,0.242,5.2,5.3,3.1,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.2,3.8,6.0,4.3,0.380,5.6,2.6,0.168,0.263,0.320,5.5,6.0,6.1
88,02/04/23 12:20:00,-0.4862,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.364,5.7,2.8,6.1,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.1,0.151,0.242,5.1,5.3,3.1,4.8,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.2,4.0,6.0,4.3,0.380,5.6,2.5,0.168,0.263,0.320,5.5,6.0,6.1
89,02/04/23 12:25:00,-0.4862,0.345,6.6,0.417,6.5,4.3,0.223,6.2,0.364,5.7,2.8,6.1,0.176,0.082,6.0,6.5,4.5,6.5,6.0,0.335,6.8,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.1,0.151,0.243,5.2,5.3,3.0,5.0,4.1,0.146,3.5,0.049,5.5,0.222,0.082,2.2,3.8,6.0,4.2,0.380,5.6,2.5,0.168,0.263,0.320,5.5,6.0,6.1
90,02/04/23 12:30:00,-0.4880,0.345,6.6,0.417,6.5,4.5,0.223,6.2,0.364,5.7,2.8,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.0,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.1,0.151,0.242,5.2,5.3,3.0,5.0,4.0,0.148,3.5,0.049,5.3,0.222,0.082,2.2,4.0,6.0,4.2,0.380,5.6,2.5,0.168,0.263,0.320,5.5,6.0,6.1
91,02/04/23 12:35:00,-0.4880,0.345,6.6,0.417,6.5,4.3,0.223,6.1,0.365,5.7,2.8,6.1,0.176,0.082,6.0,6.5,4.5,6.5,6.0,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.3,6.5,4.1,0.151,0.242,5.1,5.3,3.0,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.2,3.8,6.0,4.3,0.380,5.6,2.5,0.168,0.263,0.320,5.5,6.0,6.1
92,02/04/23 12:40:00,-0.4862,0.345,6.6,0.417,6.5,4.3,0.223,6.2,0.364,5.7,2.8,6.0,0.176,0.082,6.0,6.5,4.5,6.5,6.5,0.335,6.8,0.051,3.0,0.365,5.8,0.142,5.8,2.3,6.5,4.1,0.151,0.242,5.1,5.3,3.0,5.0,4.1,0.148,3.5,0.049,5.3,0.222,0.082,2.2,4.0,6.0,4.2,0.380,5.6,2.5,0.168,0.263,0.317,5.3,6.0,6.1
93,02/04/23 12:45:00,-0.4899,0.345,6.6,0.417,6.5,4.3,0.223,6.2,0.365,5.7,2.8,6.1,0.176,0.082,6.0,6.5,4.5,6.5,6.0,0.335,7.0,0.051,3.0,0.365,5.8,0.142,5.8,2.5,6.5,4.1,0.151,0.243,5.2,5.3,3.0,5.0,4.1,0.146,3.5,0.049,5.3,0.222,0.082,2.2,4.0,6.0,4.2,0.380,5.6,2.5,0.168,0.263,0.320,5.5,6.0,6.1
