Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
265,01/29/25 02:20:00,0.147,0.115,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,6.4,0.070,5.0,6.0,8.3,7.1,6.3,0.069,7.9,8.8,0.215,0.051,0.100,7.1,5.1,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.382,4.6,4.5,5.8,0.452,5.8,0.286,6.0,3.1,6.5,3.3,0.270,0.372,4.2,4.8
266,01/29/25 02:25:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,6.4,0.070,5.1,5.9,8.3,7.0,6.3,0.069,7.8,8.8,0.215,0.051,0.100,7.1,5.1,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.382,4.6,4.3,5.8,0.452,5.6,0.285,6.0,3.1,6.6,3.3,0.270,0.372,4.2,4.8
267,01/29/25 02:30:00,0.146,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,6.4,0.070,5.1,6.0,8.3,7.0,6.3,0.069,7.8,8.8,0.215,0.051,0.100,7.1,5.1,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.382,4.6,4.3,5.8,0.452,5.6,0.286,6.0,3.1,6.5,3.3,0.270,0.372,4.2,4.8
268,01/29/25 02:35:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,6.4,0.070,5.0,6.0,8.3,7.0,6.3,0.069,7.8,8.8,0.215,0.051,0.100,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.321,5.3,0.384,4.6,4.5,5.8,0.452,5.6,0.285,6.0,3.2,6.5,3.3,0.270,0.372,4.2,4.8
269,01/29/25 02:40:00,0.147,0.114,5.0,6.4,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,6.3,0.070,5.1,5.9,8.3,7.0,6.3,0.069,7.6,8.8,0.215,0.051,0.100,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.384,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.2,4.8
270,01/29/25 02:45:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.0,6.3,0.071,5.1,6.0,8.3,7.0,6.3,0.069,7.6,8.8,0.215,0.051,0.100,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.382,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.2,4.8
271,01/29/25 02:50:00,0.147,0.114,5.1,6.4,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,6.3,0.071,5.1,5.9,8.3,7.0,6.3,0.069,7.6,8.8,0.215,0.051,0.099,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.385,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.2,4.8
272,01/29/25 02:55:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.6,6.1,6.3,0.070,5.1,5.9,8.3,7.0,6.3,0.069,7.6,8.8,0.215,0.051,0.099,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.384,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.2,4.8
273,01/29/25 03:00:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,6.1,0.071,5.1,5.9,8.3,7.1,6.3,0.069,7.5,8.8,0.215,0.051,0.100,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.385,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.2,4.8
274,01/29/25 03:05:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,6.1,0.071,5.1,6.0,8.3,7.0,6.3,0.069,7.5,8.8,0.215,0.051,0.100,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.384,4.6,4.3,5.8,0.452,5.6,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.3,4.8
275,01/29/25 03:10:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,6.1,0.071,5.1,5.9,8.3,7.1,6.3,0.069,7.5,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.384,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.2,4.8
276,01/29/25 03:15:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.0,6.0,0.071,5.1,6.0,8.3,7.1,6.4,0.069,7.5,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.382,4.6,4.5,5.8,0.452,5.8,0.286,6.0,3.2,6.5,3.5,0.270,0.372,4.2,4.8
277,01/29/25 03:20:00,0.146,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,6.0,0.071,5.1,5.9,8.3,7.0,6.4,0.069,7.4,8.8,0.215,0.051,0.100,7.1,5.3,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.384,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.2,4.8
278,01/29/25 03:25:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,6.0,0.071,5.1,5.9,8.3,7.1,6.4,0.069,7.4,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.0,0.322,5.3,0.382,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.2,4.8
279,01/29/25 03:30:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.0,6.0,0.071,5.1,5.9,8.3,7.1,6.4,0.069,7.4,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.2,4.8
280,01/29/25 03:35:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.4,1.4,2.3,0.157,0.039,6.5,6.1,6.0,0.071,5.3,5.9,8.3,7.1,6.4,0.069,7.4,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.384,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.2,4.8
281,01/29/25 03:40:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,5.9,0.071,5.1,5.9,8.3,7.1,6.4,0.069,7.4,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.382,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.2,4.8
282,01/29/25 03:45:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.9,0.071,5.3,5.9,8.3,7.1,6.4,0.069,7.3,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.5,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.2,4.8
283,01/29/25 03:50:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.9,0.071,5.1,5.9,8.3,7.1,6.5,0.069,7.3,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.5,0.382,4.6,4.5,6.0,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.2,4.8
284,01/29/25 03:55:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.9,0.071,5.1,5.9,8.3,7.1,6.5,0.069,7.1,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.385,4.6,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.2,4.8
285,01/29/25 04:00:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.8,0.071,5.3,5.9,8.3,7.1,6.5,0.069,7.1,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.5,0.270,0.372,4.3,4.8
286,01/29/25 04:05:00,0.147,0.115,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,5.8,0.071,5.3,5.9,8.3,7.1,6.5,0.069,7.1,8.9,0.215,0.051,0.100,7.1,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.2,4.8
287,01/29/25 04:10:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.8,0.071,5.3,5.8,8.3,7.1,6.5,0.069,7.1,8.8,0.215,0.051,0.100,7.0,5.4,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.8,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
288,01/29/25 04:15:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.6,0.071,5.3,5.8,8.3,7.1,6.5,0.069,7.1,8.8,0.215,0.051,0.100,7.0,5.4,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.6,3.6,0.270,0.372,4.3,4.8
289,01/29/25 04:20:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.6,6.0,5.6,0.071,5.3,5.8,8.3,7.1,6.6,0.069,7.0,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.374,6.8,0.440,6.5,4.1,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
290,01/29/25 04:25:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.6,0.071,5.3,5.8,8.3,7.1,6.5,0.069,7.0,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.374,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
291,01/29/25 04:30:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.6,0.071,5.3,5.8,8.3,7.3,6.5,0.069,7.0,8.8,0.215,0.051,0.100,7.1,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
292,01/29/25 04:35:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.6,0.071,5.3,5.8,8.3,7.3,6.5,0.069,7.0,8.8,0.215,0.051,0.100,7.1,5.4,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
293,01/29/25 04:40:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.5,0.071,5.3,5.8,8.3,7.3,6.6,0.069,6.9,8.8,0.215,0.052,0.100,7.0,5.5,0.097,0.374,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.5,6.5,3.7,0.270,0.372,4.2,4.8
294,01/29/25 04:45:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.0,5.5,0.071,5.3,5.8,8.3,7.1,6.6,0.069,6.9,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
295,01/29/25 04:50:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.4,1.4,2.3,0.157,0.039,6.6,6.1,5.5,0.071,5.3,5.8,8.3,7.3,6.5,0.069,6.9,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.3,6.5,3.6,0.270,0.372,4.3,4.8
296,01/29/25 04:55:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.0,5.5,0.071,5.3,5.8,8.3,7.3,6.5,0.069,6.9,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.6,0.270,0.372,4.3,4.8
297,01/29/25 05:00:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.4,0.071,5.3,5.6,8.3,7.3,6.6,0.069,6.8,8.8,0.215,0.051,0.100,7.0,5.4,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.5,6.5,3.6,0.270,0.372,4.3,4.8
298,01/29/25 05:05:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.4,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.8,8.8,0.215,0.052,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.5,0.382,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
299,01/29/25 05:10:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.4,0.071,5.4,5.8,8.3,7.3,6.6,0.069,6.8,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.5,0.384,4.7,4.5,5.8,0.452,5.6,0.286,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
300,01/29/25 05:15:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.4,1.4,2.3,0.157,0.039,6.5,6.1,5.4,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.8,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
301,01/29/25 05:20:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.4,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.8,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
302,01/29/25 05:25:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.3,0.071,5.4,5.8,8.3,7.3,6.6,0.069,6.6,8.8,0.215,0.051,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.385,4.8,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
303,01/29/25 05:30:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.0,5.3,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.6,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.3,0.322,5.3,0.384,4.8,4.5,5.8,0.452,5.6,0.286,6.0,3.5,6.5,3.6,0.270,0.372,4.3,4.8
304,01/29/25 05:35:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,5.3,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.6,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
305,01/29/25 05:40:00,0.147,0.115,5.1,6.3,0.4,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.3,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.6,8.8,0.215,0.052,0.100,7.0,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
306,01/29/25 05:45:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.1,0.071,5.4,5.5,8.3,7.3,6.6,0.069,6.5,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
307,01/29/25 05:50:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.1,5.1,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.5,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.323,5.3,0.384,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
308,01/29/25 05:55:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.1,0.071,5.4,5.6,8.3,7.3,6.8,0.069,6.5,8.8,0.215,0.052,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.323,5.3,0.382,4.8,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.6,0.270,0.372,4.3,4.8
309,01/29/25 06:00:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.4,1.4,2.3,0.157,0.039,6.5,6.1,5.1,0.071,5.4,5.6,8.3,7.3,6.6,0.069,6.4,8.8,0.215,0.052,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.382,4.7,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
310,01/29/25 06:05:00,0.147,0.115,5.0,6.3,0.4,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.0,0.071,5.4,5.5,8.3,7.4,6.6,0.069,6.4,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.3,0.323,5.3,0.382,4.7,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
311,01/29/25 06:10:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,5.0,0.071,5.4,5.5,8.3,7.4,6.6,0.069,6.4,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.7,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
312,01/29/25 06:15:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.6,6.1,5.0,0.071,5.4,5.5,8.3,7.3,6.6,0.069,6.4,8.8,0.215,0.052,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.323,5.5,0.385,4.8,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
313,01/29/25 06:20:00,0.147,0.114,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,4.9,0.071,5.4,5.5,8.3,7.4,6.8,0.069,6.3,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.3,0.384,4.8,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.5,4.8
314,01/29/25 06:25:00,0.147,0.114,5.1,6.3,0.3,0.000,0.000,3.4,1.4,2.3,0.157,0.039,6.6,6.1,4.9,0.071,5.4,5.5,8.3,7.4,6.8,0.069,6.3,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.3,0.323,5.5,0.382,4.8,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
315,01/29/25 06:30:00,0.147,0.115,5.1,6.3,0.3,0.000,0.000,3.4,1.4,2.3,0.157,0.039,6.5,6.1,4.9,0.071,5.4,5.5,8.3,7.4,6.6,0.069,6.3,8.8,0.215,0.051,0.100,6.9,5.5,0.097,0.375,6.8,0.440,6.5,4.3,0.322,5.5,0.382,4.8,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
316,01/29/25 06:35:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.1,4.8,0.071,5.4,5.5,8.3,7.4,6.6,0.069,6.1,8.8,0.215,0.052,0.100,6.8,5.5,0.097,0.375,6.8,0.440,6.5,4.3,0.322,5.5,0.382,4.8,4.5,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
317,01/29/25 06:40:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.6,6.1,4.8,0.071,5.4,5.4,8.3,7.4,6.6,0.069,6.1,8.8,0.215,0.051,0.100,6.8,5.5,0.097,0.375,6.8,0.440,6.5,4.3,0.323,5.5,0.384,4.8,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
318,01/29/25 06:45:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.3,0.157,0.039,6.5,6.0,4.6,0.072,5.4,5.4,8.3,7.4,6.6,0.069,6.1,8.8,0.215,0.051,0.100,6.8,5.5,0.097,0.375,6.8,0.440,6.5,4.2,0.322,5.5,0.382,4.8,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
319,01/29/25 06:50:00,0.147,0.115,5.0,6.3,0.3,0.000,0.000,3.5,1.4,2.4,0.157,0.039,6.5,6.0,4.6,0.072,5.4,5.4,8.3,7.4,6.6,0.069,6.1,8.8,0.215,0.051,0.100,6.8,5.6,0.097,0.375,6.8,0.440,6.5,4.3,0.322,5.5,0.384,4.8,4.3,5.8,0.452,5.6,0.287,6.0,3.5,6.5,3.7,0.270,0.372,4.3,4.8
